#Urban population growth: annual %
"country",1960,"1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Libya",6.794165457,8.21697730844476,7.96493802453646,7.78862105579829,7.70805735992294,7.68809317497017,13.0614258258985,12.4022008113732,11.8325173589928,11.3216331267196,10.8623912148863,9.363225712163,9.13305186883994,8.91991657192092,8.72080514828022,8.53796698378091,6.52187612243168,6.42181087731936,6.4308453680746,6.56848457173542,6.74882606378746,6.40439575188094,6.49549578059772,6.316120650485,5.83097494988752,5.17897463208988,3.16911812883943,2.63641022409006,2.26033315376764,2.08982745215538,2.06302160431424,2.06847821122084,2.04394248903216,2.01822021745111,1.97710968978693,1.92939929765201,1.90957078465931,1.89223920793233,1.89490585679007,1.91999691710566,1.95920666693818,2.03357126734346,2.05074942718234,2.08301002568523,2.13357547017575,2.18407676429658,2.3085930197583,2.35176910829212,2.26065823765643,2.00231339190785,1.64574277562128,1.28053688536811
"Liechtenstein",2.352330857,1.40728101892067,1.40726611385178,1.43891505707616,1.52104088709874,1.62158330270167,1.6839691054782,1.73656100962752,1.68337388808427,1.49715136750166,1.22844010065348,1.90385954720897,1.66469100248668,1.49962529987502,1.43807291937278,1.4434059134689,1.55130755759338,1.55084901642541,1.54591438136875,1.52469783790409,1.49614486922057,0.8038143780603,0.787288821918108,0.748106380555632,0.710000479273364,0.66553999242013,0.570254084915728,0.531468928536363,0.500705458575784,0.488035418289647,0.489085195782347,0.787748210209577,0.788009477549646,0.781264305723317,0.76459702990764,0.735284087425212,-0.411173985625897,-0.470026034069696,-0.519547823342112,-0.563349393099768,-0.598747646099639,0.639257267998204,0.625932999619984,0.589262558152739,0.512812793038046,0.418327441578046,0.473114979364061,0.384961802861745,0.332523664752046,0.314677714372254,0.333212421248747,0.517833065053541
"Lithuania",4.040883956,4.10426479806464,3.83655343803806,3.61448474337317,3.56627353440702,3.49825364938916,3.49517772831676,3.42173037850621,3.29754162535684,3.04660149869615,3.11813908545167,3.68949335704251,3.46751269925787,3.2843675576551,3.18075766759547,3.07055330135757,2.76143684576734,2.6986061461756,2.60062126134118,2.38007925886841,2.25703378166227,1.83768448258062,1.9485485272416,2.0368681948741,2.04392578016884,2.05991492664024,1.74458928388929,1.81459528489989,1.83156154307219,1.55764084663661,1.12399749197484,0.081890103091142,-0.196890999529482,-0.562490263404436,-0.78246486778284,-0.858267245241472,-0.84925860410727,-0.826824683483433,-0.813509802468007,-0.798642241734422,-0.792618001669156,-0.627542871593087,-0.456657300148496,-0.534495021020566,-0.64552045046994,-0.726824363097228,-0.484241984901345,-0.435819336986528,-0.410310073388527,-0.447757071415279,-1.47942692261745,-2.41296601329937
"Luxembourg",1.428113271,1.59981787410945,1.90851805943552,1.71795669935737,1.79426867544951,1.8075188557606,1.38913455021262,0.993712382367549,0.915320977819096,1.14617337518401,1.14569854176628,1.73661119137414,1.98991200404887,1.87554945778816,2.06904388647862,1.85162592569735,1.2026796282715,0.876426218291878,0.877298250577744,0.927273981283976,1.04423387583474,0.451318289007106,0.238407901169316,0.18259020756867,0.258599006552445,0.348827816589427,0.517570883833417,0.716935838987964,0.794419650022926,1.04138550881343,1.32045622588064,1.81933940776165,1.80571408683477,1.81748557914981,1.83469216994833,1.87536912424907,1.56818460007287,1.46011536983502,1.45005768002362,1.55638390695954,1.54942310404962,1.23247636271336,1.08966318398811,1.25718561308755,1.46329967837321,1.57200417207053,1.89438423569005,1.84282583943043,2.0850476163653,2.14844347461437,2.12119652990558,2.22904734501785
"Macao, China",0.717437906,2.30932353850741,3.49432853865594,4.33954912800584,4.75386537089242,4.82781040008776,4.88052939080788,4.85568939025157,4.42888315796912,3.56856778753245,2.46823146607784,1.31937412929522,0.334410707178647,-0.390453152559677,-0.73585778248515,-0.761477298034497,-0.80191387301348,-0.765667904383042,-0.394545691022481,0.379832316832715,1.42046273179137,2.58988458985106,3.54996523890162,4.21169158473181,4.49449412371726,4.50135239650244,4.37350016834946,4.32766620247755,4.11532634736783,3.73436102833295,3.25948460725666,2.7131079470152,2.27553353664491,1.94464260288044,1.75719025211222,1.6794077651501,1.60712419172936,1.54820944462932,1.55940629862346,1.64731025126965,1.78757892273639,1.92591478742208,2.06967421904062,2.19696204174626,2.29596900151496,2.36748814178906,2.43728572030501,2.49107954503753,2.4907260391457,2.42605200353819,2.31875084279964,2.1967670330375
"Macedonia, FYR",4.048728595,4.62083647947742,4.74500481211295,4.77960101057167,4.67595759499349,4.47995899758039,4.45903519280888,4.28915625408037,4.16341325704706,4.09959678249426,4.07946761571334,2.70871698614823,2.7219638929462,2.7474616823868,2.78684652336942,2.82514106843067,2.65861917127262,2.69836560936368,2.62103839275948,2.3948194675183,2.07750734207857,1.46259398732148,1.15982684983153,1.0030047470916,1.0513372317574,1.24317788204516,1.43665971894338,1.62303066859653,1.72116666910503,1.68870647386964,1.5655488434896,1.36823840273269,1.25920660460824,1.1786598414276,1.14366722669541,1.14105313812816,0.375854331954599,0.368801773533304,0.351148005819756,0.316991465898222,0.272073077998992,0.243865916217668,0.202809663130488,0.171396165222089,0.153617296202805,0.145491378144273,0.289515130364378,0.281526886910493,0.269793478264162,0.25191441422188,0.229583090723855,0.375138549063855
"Madagascar",5.228553284,5.59889508664694,5.52486701554016,5.45483950929617,5.38796690879822,5.3250912642646,5.23908572793758,5.18554808816908,5.14377627832998,5.1154840771311,5.09549156986746,5.78267388654461,5.72007809827189,5.6590166030163,5.59815516954567,5.53569154899567,5.43140789092452,5.37925342380739,5.29872546669163,5.18335214934517,5.05123789099946,5.14667843245254,5.02608502990251,4.95281435851285,4.93799966658524,4.96254424718817,5.20642779050743,5.22129409286808,5.22764882391179,5.21936156583442,5.20119329346595,4.84515972941245,4.84122108601968,4.84022620319528,4.84344955484968,4.84680415571102,4.15648138540256,4.16788751784439,4.16294529449039,4.13915685501359,4.10281841517616,4.33057864501436,4.28652638926529,4.24585132769994,4.21063265374423,4.17887792872035,5.11912870614808,5.05459784534252,4.9898314660947,4.92425135152342,4.85911560694357,4.84128080812359
"Malawi",4.542643126,4.6420771700752,4.64630400243711,4.64102931768766,4.62299465713266,4.60077721311244,7.04425877440125,6.87520254574489,6.76008898522566,6.70547319978926,6.68969703917363,8.11873914683843,7.98000730841837,7.83878991007033,7.68541655057557,7.52369362219509,6.91309053221534,6.85674422233972,6.70804731345427,6.44706261224345,6.14542044240835,5.10557928624961,4.81089214877504,4.93111665784779,5.5643192185607,6.44225176286455,7.97478243279778,8.56177637882641,8.40593925151145,7.42893786322375,6.02411738775632,5.04264226621022,3.83955688961129,3.15558873010436,3.18965789672503,3.73295511106916,3.88778677867119,4.40903936632254,4.73508672104067,4.77491864040683,4.62861719749202,3.2476474592509,3.20291618174355,3.19992484049118,3.25881995846477,3.3574663753046,3.51302782915026,3.58614045158331,3.65249111793057,3.70904278042799,3.75690472024876,4.14780872180919
"Malaysia",5.540092995,5.69861589227416,5.68695133102394,5.60736982651337,5.44691498023991,5.238145930125,5.16836365027904,4.97262866692252,4.81419541658402,4.7052279924442,4.63136768105157,4.95587093899058,4.87561633864771,4.79116435734198,4.6973821177945,4.60280543995329,4.61472808849742,4.54205876920425,4.50082092186496,4.49650949601803,4.51823817058871,4.28602676329757,4.31286049162804,4.35308687275254,4.40710218669865,4.46343211578557,4.54567057350729,4.58357898331686,4.57077709509543,4.4970730364028,4.38465347067989,5.0444898649881,4.90466661539844,4.79112877477426,4.71323963760646,4.65815263644115,4.74172547131403,4.66877003699733,4.59120232108456,4.50651334058925,4.41509998504522,4.11091984183895,4.03083628098617,3.92665508348045,3.79299814373033,3.64322419566986,3.14800778096848,3.01951596115377,2.92279716048297,2.86754834329276,2.84130706385334,2.53741135110427
"Maldives",2.472493648,3.22132296667603,3.26598519396679,3.24354705508863,3.13906513328112,2.99688498812358,3.07699721130115,2.94254947084615,2.94720380551593,3.12607303164403,3.41112176946436,11.7175496438078,11.2745341575654,10.7866031992771,10.19177827553,9.55428331643305,8.42867588616606,7.98205385320127,7.69551035534371,7.60204440505414,7.62997441148478,6.20258169401298,6.29686910352515,6.31882826956337,6.24605747202765,6.10894453515926,3.72383559028507,3.64202134914894,3.53193136169222,3.39119555957958,3.23319975538757,2.64480935127039,2.48713920303524,2.33591427455322,2.19284766508873,2.06066681117995,3.68847345209934,3.54104851488326,3.41166140152668,3.30484991193913,3.21533276026556,5.92377203012029,5.69361993105863,5.48081860743596,5.28220154744846,5.09799942126483,5.03887031928214,4.87255698668996,4.72659165179397,4.60239846153081,4.49344897493034,4.08053896104686
"Mali",4.365381567,4.00365794056484,3.93444953404714,3.88090031003198,3.84576506372117,3.82561080740436,4.0870208037336,4.06009066197415,4.04831473011756,4.05319685828997,4.06780031343779,4.35175179465172,4.35543775094332,4.33811047069672,4.29251312342992,4.22911937947757,4.5438518126567,4.45729480792663,4.40194992323632,4.38748384266567,4.39554474238782,4.73699721928956,4.73764060310008,4.65846737151845,4.4767649269908,4.23969189838212,3.77542176087583,3.58639298138991,3.52657037988023,3.63523233966533,3.85652531695422,4.01662396875814,4.22851214083029,4.37470247364787,4.42899301828199,4.42185874413192,4.67945373596189,4.66989355424716,4.67871315953051,4.71454291737341,4.76455961521859,5.12967577438374,5.14468943916663,5.14155080738193,5.11665970952147,5.07596475485154,5.1360870311244,5.08650456721774,5.03217243659017,4.97390809006441,4.91323935617197,4.88553244205544
"Malta",0.999910155,-0.46637752385159,-0.483456318233117,-0.485239146640655,-0.471471195365574,-0.833233201400476,-1.16371737977366,-1.19281826088572,-1.20655264693208,-1.20418192755079,-0.571793469593353,0.026106530235428,-0.073037905285702,-0.073107148111457,-0.057943353839067,0.743976065868428,0.518439461538111,0.399957244894581,1.05050063528703,1.02318219461923,1.05818157065271,0.744918211426407,2.15455447262221,1.41905863716727,0.030448991056726,1.76632256030246,1.79394661952571,0.811504482272052,0.943785671476246,1.09589048239484,1.10075948582604,1.12425836619519,1.10757176323629,1.07345121908729,1.00813492792919,0.799326053206943,0.918858468212901,0.992876904576607,0.916066569635835,0.796594751597566,0.834979336260613,3.28903898966411,1.02086771078659,0.932336970081237,0.945481077748657,0.911284513262176,0.853510681795358,0.866389312609462,0.924390128286065,0.711682908374165,0.69988653585784,0.880406092943264
"Marshall Islands",5.099885798,6.52034928348498,6.97835051781584,7.19596643792892,7.09582831351093,6.80055803662248,8.12403303109119,7.74387328751761,7.60070018381305,7.71691322896828,8.00672124312046,7.00871583605705,7.29184414555622,7.30492251787038,7.00742515676837,6.55063957353537,2.94554455088733,2.62796444356726,2.54129699735932,2.73103142317831,3.08347959183252,5.44769976155559,5.64153029824036,5.78746108562883,5.87960136386216,5.89899945396683,5.76007709473562,5.71190393426385,5.42110271208733,4.86089258084347,4.15329913097803,2.97980919178481,2.35023305831576,1.85781216972385,1.54894275054306,1.37499223276826,1.23272722395615,1.08374713880618,0.933524215202163,0.769938025864118,0.603926833088664,0.440450346907665,0.340364918435589,0.320746773019563,0.414669978452958,0.591413520629492,0.779715239956162,0.974961736941279,1.1898033684846,1.4129387269845,1.63509725610406,1.85772214065324
"Martinique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mauritania",9.827323196,11.7403894625765,11.0163196019248,10.3987095636634,9.8647337488405,9.39931130099016,11.3157516013534,10.6462354346536,10.0843791173326,9.61305792352601,9.2118351857529,10.8231056814326,10.2622105741072,9.77409803858136,9.34100389255987,8.95368739547559,9.33584825390574,8.94291608657756,8.59145353354687,8.27483174130691,7.98682977188674,8.29913939758685,8.00714374073223,7.72759590767665,7.45390957904089,7.19217226148599,5.31952059346662,5.20908277386521,5.12793911193665,5.08185653545259,5.0598365415496,2.79447800987934,2.82835376458675,2.85746013295529,2.8787247311925,2.89390117884328,2.90273885170715,2.91059411245209,2.9226437996819,2.94073179724244,2.95864039028218,3.07682503044688,3.07870843454293,3.05594529554745,3.00405908515139,2.93277701250844,3.11179105714787,3.04015754726329,2.96801838828065,2.89725404940516,2.82919584952562,3.01268961620673
"Mauritius",4.252978165,5.47277460464065,5.06446879084875,4.78753274758758,4.54011955923234,4.31942733696893,4.76249110790306,4.55962858634897,4.37977906370275,4.22150245578388,4.08358812749211,2.25820020559789,2.18102308821363,2.14750953172097,2.17333141025731,2.22892177725246,1.10928838278385,1.1207218827464,1.11173716587655,1.07571089801435,1.00654178938942,1.33809084057153,1.16755230440558,0.997013767869296,0.826475230962393,0.655936693684827,1.59218714074781,1.52147376404104,1.51003749765542,1.49867924783268,1.65518458591032,0.798431285880263,1.03391875696683,0.90291976194678,1.11664263191612,0.575706035580205,0.738653722741785,0.967177301555906,0.765687200390717,0.984695345517465,0.695299472316052,0.860093070326443,0.625530859317846,0.806001700184583,0.629561798276025,0.564741772426045,0.566510870772117,0.422507179141018,0.454437239822899,0.317082225827302,0.269263160356089,0.443490607211275
"Mayotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico",4.710062725,4.87335944770892,4.78771013513927,4.69926880710709,4.61037715399341,4.52551168479799,4.40069957848958,4.31867629135665,4.27821068000989,4.28813158335578,4.32639400953696,4.24745253913277,4.26432495185078,4.25062127717115,4.19844603976756,4.11726681173351,3.99033118621131,3.91279834009415,3.80030040877053,3.6475998949779,3.47455666734838,3.00133473574261,2.84745685227143,2.75059751672584,2.7269046398733,2.75152310040664,2.74850452733519,2.76805097507397,2.76304325070782,2.72267834735684,2.65843960946954,2.44437586813834,2.3858142123423,2.33473394361834,2.29491820242646,2.26141872677352,2.0722309226719,2.03955584797648,1.98762753672142,1.91085300165732,1.82012039991267,1.78480466020988,1.70109599224667,1.64833670526889,1.63641258929868,1.65231351972607,1.65803344981079,1.67188331161222,1.67313842503153,1.6552580601367,1.62339516782627,1.56104715260574
"Micronesia, Fed. Sts.",4.313306369,4.22638340131164,4.14676391141753,4.16067315468092,4.29462759567974,4.46385815806866,4.76326590775729,4.90507101537663,4.67982150341611,4.01468894406512,3.11067384085497,1.93412912560262,1.1445692553562,0.814515055512377,1.12031561601558,1.88059602380777,2.3977533101071,3.09193691024426,3.59235201321406,3.80403492575934,3.81230643001378,3.13698293815979,3.15281653634331,3.07543393651293,2.90460318662416,2.67494892339931,2.359084704292,2.09109283461176,1.9454796130009,1.96336351702654,2.06935984426155,1.90888345046135,1.9782333525405,1.81531206142873,1.35830004823822,0.725135779027942,-1.58488023603113,-2.21871468504148,-2.62807392131157,-2.70798767795023,-2.54775501270125,0.174446038277646,0.407408315427035,0.552643582304811,0.553278496426407,0.451579690662384,0.502244310219494,0.439998165403386,0.413604181852209,0.443439422561392,0.513547351582148,0.869105849444111
"Moldova",5.727109356,5.84494735070951,5.59831090968975,5.36662119280715,5.07635585707802,4.87303575110303,4.89897305275398,4.66820102612391,4.44906516058006,4.34039406482472,4.27017224290877,3.96002657619583,3.90877531479389,3.79685820351423,3.62744090680736,3.46463013722298,3.25286262655958,3.10230755857953,2.95648869033786,2.96355175960927,2.97116731055688,2.79655854843645,2.84056425403664,2.82621897506162,2.78407948561136,2.68723981635462,2.0563360542075,1.97999980850881,1.87813307639716,1.7241539231405,1.51885814663985,0.069834290344222,-0.119848313506226,-0.309073232228774,-0.498912459976976,-0.714962977524213,-0.939544936791932,-0.965726430110983,-0.938701193564453,-0.9142347824088,-0.965268044638391,-0.865245683966123,-0.877425493041534,-0.93166627123901,-0.901885526313803,-0.901718797903032,1.46404007073922,1.46303427444909,1.48488005936221,1.52124970588899,1.52142586472803,1.43551910413026
"Monaco",1.309704942,0.935300671324501,0.597949126534091,0.377451102003846,0.358367820765578,0.46704349965238,0.600418150861483,0.696684869629966,0.812450449946042,0.916848031730835,1.02256019673984,1.17088019588192,1.30157277869746,1.32143391961581,1.19984472122792,1.00290521959563,0.744646368729226,0.554868314571982,0.528387303438974,0.719581470936616,1.06400386983357,1.45043180764239,1.76445417458032,1.94530762472445,1.96533740441991,1.87139550534071,1.7475127254236,1.65654350746745,1.57621182636489,1.51234743738732,1.46392585513678,1.39493792779417,1.31591276583128,1.28016271183552,1.29775644106005,1.34172897739802,1.41658634366644,1.44979488351057,1.37392906367993,1.14313351503833,0.817544501524186,0.460136580309476,0.150080023639322,-0.050945319793149,-0.116139096688615,-0.062374190448993,0.019850553753839,0.079362834017291,0.116096344678978,0.115961717348808,0.084764923701039,0.056470058253038
"Mongolia",7.745022952,6.30319098196939,6.3548646988696,6.34198238569823,6.24678678717963,6.09956129372598,4.31354214532828,4.24397950397833,4.20188412877829,4.19864083942532,4.21752598903801,4.53071624820434,4.5232352391095,4.48628332956862,4.41249103662666,4.3168544770883,4.14698135463356,4.06458946203884,3.99800458544916,3.95234799478213,3.92217682584937,3.68728401321606,3.63034650388431,3.6267398973769,3.68887901538515,3.77612892114235,3.5457135894785,3.6036168244954,3.48959789488081,3.1653561247685,2.71472762094463,1.45504472843241,1.05395657810844,0.77660527403361,0.671381618713662,0.692903062066759,0.946166918349033,0.982300156548524,1.01815665516422,1.03883114624257,1.0526391844365,2.81457366875886,2.82008455491405,2.85751024690437,2.93254812709205,3.02961518713219,3.04494177089479,3.13494252345662,3.18403526320678,3.17911993983958,3.13501821621258,2.89830564959326
"Montenegro",5.326195655,5.7894109647728,5.67655843134261,5.44288912446072,5.05460152618851,4.5772973852988,4.49221646441911,4.01996955967032,3.72934326502167,3.68695126828251,3.82135906126872,4.35158735276621,4.45440732569957,4.49315354093254,4.43062549784576,4.28966839602667,4.43137149340896,4.31281977705477,4.10253259707278,3.77753373194888,3.38862119535756,3.11921943369323,2.73617457624257,2.54784198592181,2.63045291770389,2.90650023819487,3.32502866972211,3.5767644045457,3.74974211706266,3.79974456192086,3.7494456812154,3.55267358754478,3.51261312950126,3.34289879959171,3.01677040224169,2.59156010599346,2.06126613288639,1.63927464673581,1.34817260378172,1.24970675686909,1.29894074055562,0.875891225137138,0.955148647626774,1.03698146683962,1.10292917501661,1.15492768558423,0.341125669960664,0.428373307418305,0.480610448047176,0.483699594493822,0.451620647698871,0.426801927610612
"Montserrat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morocco",3.923953902,4.42156955331573,4.36719780735937,4.3362328215335,4.33613410165832,4.35196973359723,4.44311255174404,4.4443158345141,4.40345717349541,4.31076268120588,4.1875893596845,4.41549217767415,4.29881408935311,4.21088438741174,4.16034672252669,4.13728745532886,4.24423307033155,4.20911972015409,4.20205859150593,4.22723430368526,4.26683073070194,4.34653801600255,4.36417119805792,4.32777004385065,4.22469465560035,4.07720007127695,3.93940609270823,3.79483900078553,3.6576756399259,3.53404746154319,3.42105612189995,3.18181906175289,3.07255473130877,2.97215204028561,2.88232985617211,2.8008078969436,2.09009843884057,2.02882520954653,1.9666087072062,1.90171847500845,1.83688167149361,1.77130863066367,1.71613429447227,1.67229287452911,1.6422525142033,1.62294032801908,1.63233937495534,1.61676460954673,1.60670598300731,1.60208566610641,1.60056973231263,1.64332546252072
"Mozambique",5.794605091,6.98823974739627,6.78918053173554,6.60704707717448,6.4383033509053,6.28235971308815,7.10196136858382,6.89636138952459,6.70662184653444,6.52904085724401,6.36591303650699,11.829297244776,10.9854550131249,10.3306403130281,9.84813733758436,9.4800538511939,12.3554237308488,11.5863023135427,10.8766442982023,10.1785176417754,9.49291071142036,7.80571979572155,7.42119153908527,6.90581430662608,6.21985672935773,5.46132723041498,5.43486203977239,4.67699755278811,4.38177883907472,4.71020811143127,5.46662326248799,7.0815552126315,7.72813981136927,8.0111345890181,7.81992557010989,7.331968337061,5.1353319707798,4.82639533290758,4.6165893969984,4.55281947994102,4.58343039422318,3.27829196679688,3.29804710622638,3.28716086255472,3.23484057557079,3.15638257699131,3.11451243792046,3.04800163473614,2.99245327641218,2.95204201174902,2.92283283256702,3.10659359486683
"Myanmar",3.844678453,3.92184965914673,3.88863231662336,3.86792706420878,3.86380196559299,3.87112012833943,3.98050255142623,3.97541132542961,3.98105297400868,3.99930684258644,4.0213646781111,3.38157755271556,3.40588843603722,3.39558623412565,3.34320904366235,3.26259782318789,2.30739750107063,2.23385646025158,2.16832237508906,2.11591146512858,2.07250900277946,2.07502045321936,2.02687397268744,1.98050030280449,1.93601174100022,1.89251282819349,2.20254938668994,2.15971319041721,2.110131574967,2.05170617993598,1.98869011284328,2.32042541898049,2.24631935147411,2.19937045161117,2.18795858823049,2.19563549000902,2.63985514529265,2.63643378531455,2.56568093580931,2.40685578051095,2.19335565055912,2.39346644647738,2.18517644306285,2.04617612733894,2.00344677601669,2.03111515877235,2.43114217545516,2.45126024847277,2.4661814592349,2.4656903509342,2.45304236465782,2.53543444098919
"Namibia",5.087042107,4.76300267539489,4.75307746225827,4.74039125195767,4.72340568056806,4.70578870376395,4.79719521343128,4.75986776569499,4.76699543495607,4.8293329371116,4.91602363687438,4.23150803890929,4.31858615026902,4.28707606778681,4.11243373141637,3.85479449763002,3.6511524156578,3.4638439965385,3.33121563518069,3.27100017754274,3.27774480944971,3.1626395067965,3.1707616284327,3.36221670211195,3.77248005862059,4.2934492684849,4.8365912472756,5.24207824984767,5.37919706451548,5.20276881157283,4.83754447788289,5.04614264712369,4.70297858646682,4.46720634621574,4.37696084398995,4.37539169361475,4.66351845705853,4.62261272844849,4.50005876933377,4.27263073042666,3.98591334841842,3.75292370931615,3.50292256670568,3.33897766637968,3.28709280152751,3.31148204806233,3.41497513071548,3.43277074879677,3.42462017278766,3.37601165326089,3.29981354774553,3.27072805960917
"Nauru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nepal",4.143917983,3.26932780927096,3.28695624223842,3.31131493847263,3.34280656742065,3.37852173092971,3.21407426864749,3.25260774308013,3.28673616378572,3.31496212102983,3.33786165409745,6.58118752317819,6.43182215436764,6.29029127537964,6.15430525573319,6.02407781347631,7.43602380617333,7.19653595797263,6.97767100816046,6.77680956968992,6.59200698155694,6.52966958667012,6.36525519864793,6.21247493586878,6.06990051726821,5.93753527258361,6.26364255266042,6.11734970466692,5.99106469082536,5.88592563207107,5.79577336344025,6.95644003783478,6.78097956783153,6.61621426729369,6.45877640585613,6.3069980731104,7.03323036810584,6.82389500108162,6.62253265732948,6.42652082679014,6.23517999564918,4.82274401907203,4.72010387400761,4.60573598378767,4.47725289598432,4.34147909744171,4.02206626467429,3.90208400978716,3.79746043102176,3.71261579523808,3.64235822984976,3.76147485421646
"Netherlands",1.962937526,1.64978608754592,1.75785145001594,1.68076064090553,1.66894963882463,1.70273630641519,1.60429658660553,1.43137783345075,1.33589393224907,1.45443454841532,1.5345217805956,1.68092455269411,1.50055710752619,1.31433196270822,1.26831298702348,1.373693249445,1.27821185926147,1.08542376097208,1.10366527256963,1.1763091836567,1.27500793934521,1.29397199920732,1.06281165530233,0.979845103641628,0.99396975093317,1.05981969931538,1.14226728730225,1.21840724578575,1.22658721161524,1.17704793789269,1.26243273877397,1.98260301258029,1.93652683814635,1.86368889915677,1.75618103947108,1.63402174012111,1.55087815213689,1.59250749867828,1.68288952004398,1.72049314460353,1.75875616940681,1.62940145070964,1.50527074700887,1.33134151297919,1.19967757288746,1.07866414877564,0.800928179818819,0.853762157716656,1.02151057648541,1.1425307602862,1.13724701184684,0.948150087088945
"Netherlands Antilles",0.484991091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Caledonia",7.605338819,8.3502398456107,7.03540040167047,6.22330189770437,5.79187624169231,5.64966449977774,5.41506587529234,5.64327008603783,5.94459879272423,6.25861626917979,6.53267590139624,6.58773135757662,6.25192782834264,5.74432364658493,5.13975155781409,4.49449145923167,3.19611034054267,2.44027486837975,1.92807552895961,1.79608416901648,1.90585211987231,1.18603874857927,0.833411367617353,1.10533814881534,4.00659558805133,2.05022092458718,0.890160467115783,2.00871964740323,2.10766945644486,3.00954793018247,2.52431319368299,2.63569016036586,2.79767643908407,2.95948487384396,3.12127314185644,3.28304336726894,2.61226751687449,2.88679674419879,2.20630397601137,2.58639823291095,2.44997908779003,2.35270129087967,2.34769543074277,2.34530836124866,2.34620717517607,2.30534705619362,1.31473258860018,1.2324521970808,0.243353849205125,0.241530932346574,0.164798945586692,0.573871785442294
"New Zealand",2.735149199,2.75789278911409,3.29485518964975,2.73370169545423,2.83655091464971,2.38562583582134,2.35101117433242,2.34207800044684,1.43092834479654,1.44549977474392,1.90528818760184,1.90422096649021,2.17715092427227,2.36449772876162,2.4907655110381,2.34927316641436,1.04268597886073,0.469008730860281,0.189442953373498,-0.234489712687519,0.282268578512435,0.44346754640801,1.05216213059103,1.41814193883661,0.923799317176611,0.67641737614505,0.230552208831374,1.11641903092589,0.528379229024755,0.733308153593443,1.17583673138803,4.98435955207203,1.18092637977107,1.27922863011027,1.46804192345324,1.60297597586308,1.66325475747502,1.3928862169521,0.967743023785729,0.605882980253286,0.667897943247,0.676785821802225,1.8245981559787,2.06090547440978,1.57348978423027,1.21596811611468,1.25198271572309,1.07187708067433,0.988592271286048,1.12561765272852,1.23062863144272,0.905974894218236
"Ngorno-Karabakh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicaragua",4.286179552,4.66908771198982,4.57751943467916,4.51104187022481,4.47753721781299,4.46651880430226,5.00815337287965,4.97478173674029,4.94631627756134,4.92202842805903,4.8994615241563,3.77512761574305,3.77346571913376,3.77074613914191,3.7670394963206,3.75911998144122,3.54009599619365,3.51906282245935,3.48031197421711,3.42151377672441,3.34789555683786,3.28042836474448,3.2134335519611,3.12248536700743,3.00349586151678,2.87297687942709,2.72537472722593,2.60221227663275,2.55348230800915,2.5985580068108,2.6994432354626,2.81570290034534,2.89136314102299,2.89527181372153,2.80633796714951,2.65562703087263,2.500193967044,2.36394269527424,2.23333169252851,2.11501197723835,2.00930194105065,1.90209748690685,1.80544315078877,1.73695905056826,1.70324811294486,1.69615430441112,1.73802643291071,1.73678305880663,1.75058548427102,1.77995406727768,1.81740144821135,1.93184033303199
"Niger",4.58665106,6.31800159979182,6.25680096192919,6.18824736842852,6.10660463519802,6.01699107303958,8.65649942645196,8.35636476175708,8.08349275004556,7.83384053801142,7.60461597606052,8.77381033418135,8.44499677234094,8.15365447064824,7.89650057430437,7.66581678857027,6.44928020595602,6.33282024756446,6.20537607348563,6.06217269004457,5.91352197576719,4.42111232189233,4.36230307997415,4.31782499194068,4.29083070440149,4.27982349743518,3.9172107199702,3.92765683915346,3.96575669169188,4.03515426836802,4.12315938304285,3.66212200472464,3.7495091793135,3.82265147424938,3.87699230418052,3.91618953238102,3.96315990165206,3.99590958102604,4.01213734010891,4.01038107663666,3.99768597898563,4.14285555821851,4.12737941630235,4.12361361812529,4.13496505674468,4.15493821929392,4.57649344288053,4.58377224104999,4.58211291617471,4.56938763369666,4.54989668644636,4.95068982944075
